sample_id,text,model,true_specialist,predicted_specialist,specialist_confidence,true_severity,predicted_severity,severity_confidence,language,token_length
13::v2::a3f96f3b,"Mujhe tabiyat ki shikayat hai, Mujhe PAST MEDICAL HISTORY:, Significant for hypertension. Main 56 saal ki hun.",xlm_roberta_large,GI,GI,0.14522668719291687,S4,S2,0.24441397190093994,Hinglish,17
13::v3::a286f526,"Ye dard bahot zyada hai kaal subah se, Mujhe PAST MEDICAL HISTORY:, Significant for hypertension. Main 56 saal ki hun.",xlm_roberta_large,GI,GI,0.14553384482860565,S4,S2,0.2450026422739029,Hinglish,20
18::v0::1b5ba154,"PROCEDURE: , Elective male sterilization via bilateral vasectomy.,PREOPERATIVE DIAGNOSIS:  ,Fertile male with completed family.,POSTOPERATIVE DIAGNOSIS:,  Fertile male with completed family.,MEDICATIONS:  ,Anesthesia is local with conscious sedation.,COMPLICATIONS: , None.,BLOOD LOSS: , Minimal.,INDICATIONS:  ,This 34-year-old gentleman has come to the office requesting sterilization via bilateral vasectomy.  I discussed the indications and the need for procedure with the patient in detail, and he has given consent to proceed.  He has been given prophylactic antibiotics.,PROCEDURE NOTE: , Once satisfactory sedation have been obtained, the patient was placed in the supine position on the operating table.  Genitalia was shaved and then prepped with Betadine scrub and paint solution and were draped sterilely.  The procedure itself was started by grasping the right vas deferens in the scrotum, and bringing it up to the level of the skin.  The skin was infiltrated with 2% Xylocaine and punctured with a sharp hemostat to identify the vas beneath.  The vas was brought out of the incision carefully.  A 2-inch segment was isolated, and 1-inch segment was removed.  The free ends were cauterized and were tied with 2-0 silk sutures in such a fashion that the ends double back on themselves.  After securing hemostasis with a cautery, the ends were allowed to drop back into the incision, which was also cauterized.,Attention was now turned to the left side.  The vas was grasped and brought up to the level of the skin.  The skin was infiltrated with 2% Xylocaine and punctured with a sharp hemostat to identify the vas beneath.  The vas was brought out of the incision carefully.  A 2-inch segment was isolated, and 1-inch segment was removed.  The free ends were cauterized and tied with 2-0 silk sutures in such a fashion that the ends double back on themselves.  After securing hemostasis with the cautery, the ends were allowed to drop back into the incision, which was also cauterized.,Bacitracin ointment was applied as well as dry sterile dressing.  The patient was awakened and was returned to Recovery in satisfactory condition.",xlm_roberta_large,RENAL_URO,GI,0.14792369306087494,S4,S2,0.248393252491951,Hinglish,331
18::v1::4cb58cb3,"Mera bahut dard ho raha he, Mujhe PROCEDURE: , Elective male sterilization via bilateral vasectomy.",xlm_roberta_large,RENAL_URO,GI,0.1464351862668991,S4,S2,0.24498440325260162,Hinglish,15
18::v2::f45e794f,"Mujhe tabiyat ki shikayat hy, Mujhe PROCEDURE: , Elective male sterilization via bilateral vasectomy.",xlm_roberta_large,RENAL_URO,GI,0.14661644399166107,S4,S2,0.24479778110980988,Hinglish,14
18::v3::9c935930,"Yeh darad bohot zyada hai kal subah se, Mujhe PROCEDURE: , Elective male sterilization via bilateral vasectomy.",xlm_roberta_large,RENAL_URO,GI,0.14553408324718475,S4,S2,0.2450428605079651,Hinglish,17
23::v0::9e93dee0,"PREOPERATIVE DIAGNOSIS: , Voluntary sterility.,POSTOPERATIVE DIAGNOSIS: , Voluntary sterility.,OPERATIVE PROCEDURE:,  Bilateral vasectomy.,ANESTHESIA:,  Local.,INDICATIONS FOR PROCEDURE:  ,A gentleman who is here today requesting voluntary sterility.  Options were discussed for voluntary sterility and he has elected to proceed with a bilateral vasectomy.,DESCRIPTION OF PROCEDURE:  ,The patient was brought to the operating room, and after appropriately identifying the patient, the patient was prepped and draped in the standard surgical fashion and placed in a supine position on the OR table.  Then, 0.25% Marcaine without epinephrine was used to anesthetize the scrotal skin.  A small incision was made in the right hemiscrotum.  The vas deferens was grasped with a vas clamp.  Next, the vas deferens was skeletonized.  It was clipped proximally and distally twice.  The cut edges were fulgurated.  Meticulous hemostasis was maintained.  Then, 4-0 chromic was used to close the scrotal skin on the right hemiscrotum.  Next, the attention was turned to the left hemiscrotum, and after the left hemiscrotum was anesthetized appropriately, a small incision was made in the left hemiscrotum.  The vas deferens was isolated.  It was skeletonized.  It was clipped proximally and distally twice.  The cut edges were fulgurated.  Meticulous hemostasis was maintained.  Then, 4-0 chromic was used to close the scrotal skin.  A jockstrap and sterile dressing were applied at the end of the case.  Sponge, needle, and instruments counts were correct.",xlm_roberta_large,RENAL_URO,GI,0.1460610032081604,S4,S2,0.2453434318304062,Hinglish,223
23::v1::a084c49f,"Meraa bahut dard ho rehaa hy, Mujhe PREOPERATIVE DIAGNOSIS: , Voluntary sterility.",xlm_roberta_large,RENAL_URO,GI,0.14927895367145538,S4,S2,0.2501252293586731,Hinglish,12
23::v2::8b613b2e,"Mujhe tabiyat ki shikayat hai, Mujhe PREOPERATIVE DIAGNOSIS: , Voluntary sterility.",xlm_roberta_large,RENAL_URO,GI,0.14723782241344452,S4,S2,0.246933251619339,Hinglish,11
23::v3::258b651d,"Ye dard bhut zyada hai kaal subah se, Mujhe PREOPERATIVE DIAGNOSIS: , Voluntary sterility.",xlm_roberta_large,RENAL_URO,GI,0.14682139456272125,S4,S2,0.24733319878578186,Hinglish,14
35::v0::93be59a3,"EXAM: , Ultrasound examination of the scrotum.,REASON FOR EXAM: , Scrotal pain.,FINDINGS:  ,Duplex and color flow imaging as well as real time gray-scale imaging of the scrotum and testicles was performed.  The left testicle measures 5.1 x 2.8 x 3.0 cm.  There is no evidence of intratesticular masses.  There is normal Doppler blood flow.  The left epididymis has an unremarkable appearance.  There is a trace hydrocele.,The right testicle measures 5.3 x 2.4 x 3.2 cm.  The epididymis has normal appearance.  There is a trace hydrocele.  No intratesticular masses or torsion is identified.  There is no significant scrotal wall thickening.,IMPRESSION:  ,Trace bilateral hydroceles, which are nonspecific, otherwise unremarkable examination.",xlm_roberta_large,RENAL_URO,GI,0.14591901004314423,S4,S2,0.24535898864269257,Hinglish,108
35::v1::542c64f8,"Mera bhut dardh ho rehaa he, Mujhe EXAM: , Ultrasound examination of the scrotum.",xlm_roberta_large,RENAL_URO,GI,0.14736926555633545,S4,S2,0.24272002279758453,Hinglish,14
35::v2::84a14d36,"Mujhe tabiyyat ki shikayat hai, Mujhe EXAM: , Ultrasound examination of the scrotum.",xlm_roberta_large,RENAL_URO,GI,0.14529673755168915,S4,S2,0.24259799718856812,Hinglish,13
35::v3::d161ccab,"Ye dard bhut zyada hy kal subah se, Mujhe EXAM: , Ultrasound examination of the scrotum.",xlm_roberta_large,RENAL_URO,GI,0.1463783085346222,S4,S2,0.24231132864952087,Hinglish,16
57::v0::a6e21ee8,"PREOPERATIVE DIAGNOSIS:,  Prostate cancer, Gleason score 4+3 with 85% burden and 8/12 cores positive.,POSTOPERATIVE DIAGNOSIS:,  Prostate cancer, Gleason score 4+3 with 85% burden and 8/12 cores positive.,PROCEDURE DONE: , Open radical retropubic prostatectomy with bilateral lymph node dissection.,INDICATIONS:,  This is a 66-year-old gentleman who had an elevated PSA of 5.  His previous PSAs were in the 1 range.  TRUS biopsy revealed 4+3 Gleason score prostate cancer with a large tumor burden.  After extensive counseling, the patient elected for retropubic radical prostatectomy.  Given his disease burden, it was advised that an open prostatectomy is probably the standard of care to ensure entire excision.  The patient consented and agreed to proceed forward.,DESCRIPTION OF PROCEDURE: , The patient was brought to the operating room here.  Time out was taken to properly identify the patient and procedure going to be done.  General anesthesia was induced.  The patient was placed in the supine position.  The bed was flexed distant to the pubic area.  The patient's lower abdominal area, pubic area, and penile and scrotal area were clipped, and then scrubbed with Hibiclens soap for three minutes.  The patient was then prepped and draped in normal sterile fashion.  Foley catheter was inserted sterilely in the field.  Preoperative antibiotics were given within 30 minutes of skin incision.  A 10 cm lower abdominal incision was made from the symphysis pubis towards the umbilicus.  Dissection was taken down through Scarpa's fascia to the level of the anterior rectus sheath.  The rectus sheath was then incised and the muscle was split in the middle.  Space of rectus sheath was then entered.  The Bookwalter ring was then applied to the belly, and the bladder was then retracted to the right side, thus exposing the left obturator area.  The lymph node packet on the left side was then dissected.  This was done in a split and roll fashion with the flimsy tissue, and the left external iliac vein was incised, and the tissues were then rolled over the left external iliac vein.  Dissection was carried down from the left external iliac vein to the obturator nerve and up to the level of the pelvic sidewall.  The proximal extent of dissection was the left hypogastric artery to the level of the node of Cloquet distally.  Care was taken to avoid injury to the nerves.  An accessory obturator vein was noted and was ligated.  The same procedure was done on the right side with dissection of the right obturator lymph node packet, which was sent for pathologic evaluation.  The bladder subsequently was retracted cephalad.  The prostate was then defatted up to the level of the endopelvic fascia.  The endopelvic fascia was then incised bilaterally, and the incision was then taken to the level of the puboprostatic ligaments.  Vicryl stitch was then applied at the level of the bladder neck in order to control the bladder back bleeders.  A Babcock was then applied around the dorsal venous complex over the urethra and the K-wire was then passed between the dorsal vein complex and the urethra by passing by the aid of a right angle.  A 0-Vicryl stitch was then applied over the dorsal venous complex, which was then tied down and cinched to the symphysis pubis.  Using a knife on a long handle, the dorsal venous complex was then incised using the K-wire as a guide.  Following the incision of the dorsal venous complex, the anterior urethra was then incised, thus exposing the Foley catheter.  The 3-0 Monocryl sutures were then applied going outside in on the anterior aspect of the urethra.  The lateral edges of the urethra were also then incised, and two lateral stitches were also applied going outside end.  The catheter was then drawn back at the level of membranous urethra, and a final posterior stitch was applied going outside end.  The urethra was subsequently divided in its entirety.  A Foley catheter was then taken out and was inserted directly into the bladder through the prostatic apex.  The prostate was then entered cephalad, and the prostatic pedicles were then systematically taken down with the right angle clips and cut.  Please note that throughout the case, the patient was noted to have significant oozing and bleeding partially from the dorsal venous complex, pelvic veins, and extensive vascularity that was noted in the patient's pelvic fatty tissue.  Throughout the case, the bleeding was controlled with the aid of a clips, Vicryl sutures, silk sutures, and ties, direct pressure packing, and FloSeal.  Following the excision of the prostatic pedicles, the posterior dissection at this point was almost complete.  Please note that the dissection was relatively technically challenging due to extensive adhesions between the prostate and Denonvilliers' fascia.  The seminal vesicle on the left side was dissected in its entirety; however, the seminal vesicle on the right side was adherently stuck to the Denonvilliers' fascia, which prompted the excision of most of the right seminal vesicle with the exception of the tip.  Care was taken throughout the posterior dissection to preserve the integrity of the ureters.  The anterior bladder neck was then cut anteriorly, and the bladder neck was separated from the prostate.  Following the dissection, the 5-French feeding tubes were inserted bilaterally into the ureters thus insuring their integrity.  Following the dissection of the bladder from the prostate, the prostate at this point was mobile and was sent for pathological evaluation.  The bladder neck was then repaired using Vicryl in a tennis racquet fashion.  The rest of the mucosa was then everted.  The ureteral orifices and ureters were protected throughout the procedure.  At this point, the initial sutures that were applied into the urethra were then applied into the corresponding position on the bladder neck, and the bladder neck was then cinched down and tied down after a new Foley catheter was inserted through the penile meatus and into the bladder pulling the bladder in position.  Hemostasis was then adequately obtained.  FloSeal was applied to the pelvis.  The bladder was then irrigated.  It was draining pink urine.  The wound was copiously irrigated.  The fascia was then closed using a #1 looped PDS.  The skin wound was then irrigated, and the skin was closed with a 4-0 Monocryl in subcuticular fashion.  At this point, the procedure was terminated with no complications.  The patient was then extubated in the operating room and taken in stable condition to the PACU.  Please note that during the case about 3600 mL of blood was noted.  This was due to the persistent continuous oozing from vascular fatty tissue and pelvic veins as previously noted in the dictation.",xlm_roberta_large,RENAL_URO,GI,0.14206074178218842,S4,S2,0.24375540018081665,Hinglish,1086
57::v1::bb38611d,"Mera bahot dard hoo rha hai, Mujhe PREOPERATIVE DIAGNOSIS:, Prostate cancer, Gleason score 4+3 with 85% burden and 8/12 cores positive.",xlm_roberta_large,RENAL_URO,GI,0.1433924287557602,S4,S2,0.2411481887102127,Hinglish,21
57::v2::e5213bcb,"Mujhe tabiyat ki shikayat hai, Mujhe PREOPERATIVE DIAGNOSIS:, Prostate cancer, Gleason score 4+3 with 85% burden and 8/12 cores positive.",xlm_roberta_large,RENAL_URO,GI,0.14220796525478363,S4,S2,0.23985981941223145,Hinglish,20
57::v3::9b6e5e28,"Yeh dard bahot zyada hai kaal subah se, Mujhe PREOPERATIVE DIAGNOSIS:, Prostate cancer, Gleason score 4+3 with 85% burden and 8/12 cores positive.",xlm_roberta_large,RENAL_URO,GI,0.14284668862819672,S4,S2,0.24074257910251617,Hinglish,23
98::v0::384dc0e9,"PREOPERATIVE DIAGNOSIS:,  Bilateral inguinal hernia. ,POSTOPERATIVE DIAGNOSIS: , Bilateral inguinal hernia. ,PROCEDURE: , Bilateral direct inguinal hernia repair utilizing PHS system and placement of On-Q pain pump. ,ANESTHESIA: , General with endotracheal intubation. ,PROCEDURE IN DETAIL: , The patient was taken to the operating room and placed supine on the operating room table.  General anesthesia was administered with endotracheal intubation and the abdomen and groins were prepped and draped in standard, sterile surgical fashion.  I did an ilioinguinal nerve block on both sides, injecting Marcaine 1 fingerbreadth anterior and 1 fingerbreadth superior to the anterior superior iliac spine on both sides.",xlm_roberta_large,RENAL_URO,GI,0.14616282284259796,S4,S2,0.24281641840934753,Hinglish,101
98::v1::6d67d865,"Mera bahot dardh ho raha hain, Mujhe PREOPERATIVE DIAGNOSIS:, Bilateral inguinal hernia.",xlm_roberta_large,RENAL_URO,GI,0.14666250348091125,S4,S2,0.2439756840467453,Hinglish,12
98::v2::797a7f10,"Mujhe tabiyyat ki shikayat hai, Mujhe PREOPERATIVE DIAGNOSIS:, Bilateral inguinal hernia.",xlm_roberta_large,RENAL_URO,GI,0.14582611620426178,S4,S2,0.24432404339313507,Hinglish,11
98::v3::cef1605d,"Ye dard bhut zyada hai kaal subha se, Mujhe PREOPERATIVE DIAGNOSIS:, Bilateral inguinal hernia.",xlm_roberta_large,RENAL_URO,GI,0.1443040370941162,S4,S2,0.2428518533706665,Hinglish,14
102::v0::aebf8194,"PREOPERATIVE DIAGNOSIS: , Left inguinal hernia.,POSTOPERATIVE DIAGNOSIS:, Left indirect inguinal hernia.,PROCEDURE PERFORMED:, Repair of left inguinal hernia indirect.,ANESTHESIA: , Spinal with local.,COMPLICATIONS:,  None.,DISPOSITION,:  The patient tolerated the procedure well, was transferred to recovery in stable condition.,SPECIMEN: , Hernia sac.,BRIEF HISTORY: , The patient is a 60-year-old female that presented to Dr. X's office with complaints of a bulge in the left groin.  The patient states that she noticed there this bulge and pain for approximately six days prior to arrival.  Upon examination in the office, the patient was found to have a left inguinal hernia consistent with tear, which was scheduled as an outpatient surgery.,INTRAOPERATIVE FINDINGS: , The patient was found to have a left indirect inguinal hernia.,PROCEDURE: , After informed consent was obtained, risks and benefits of the procedure were explained to the patient.  The patient was brought to the operating suite.  After spinal anesthesia and sedation given, the patient was prepped and draped in normal sterile fashion.  In the area of the left inguinal region just superior to the left inguinal ligament tract, the skin was anesthetized with 0.25% Marcaine.  Next, a skin incision was made with a #10 blade scalpel.  Using Bovie electrocautery, dissection was carried down to Scarpa's fascia until the external oblique was noted.  Along the side of the external oblique in the direction of the external ring, incision was made on both sides of the external oblique and then grasped with a hemostat.  Next, the hernia and hernia sac was circumferentially grasped and elevated along with the round ligament.  Attention was next made to ligating the hernia sac at its base for removal.  The hernia sac was opened prior grasping with hemostats.  It was a sliding indirect hernia.  The bowel contents were returned to abdomen using a #0 Vicryl stick tie pursestring suture at its base.  The hernia sac was ligated and then cut above with the Metzenbaum scissors returning it to the abdomen.  This was then sutured at the apex of the repair down to the conjoint tendon.  Next, attention was made to completely removing the round ligament hernia sac which was again ligated at its base with an #0 Vicryl suture and removed as specimen.  Attention was next made to reapproximate it at floor with a modified ______ repair.  Using a #2-0 Ethibond suture in simple interrupted fashion, the conjoint tendon was approximated to the ilioinguinal ligament capturing a little bit of the floor of the transversalis fascia.  Once this was done, the external oblique was closed over, reapproximated again with a #2-0 Ethibond suture catching each hump in between each repair from the prior floor repair.  This was done in simple interrupted fashion as well.  Next Scarpa's fascia was reapproximated with #3-0 Vicryl suture.  The skin was closed with running subcuticular #4-0 undyed Vicryl suture.  Steri-Strips and sterile dressings were applied.  The patient tolerated the procedure very well and he was transferred to Recovery in stable condition.  The patient had an abnormal chest x-ray in preop and is going for a CT of the chest in Recovery.",xlm_roberta_large,RENAL_URO,GI,0.14803500473499298,S4,S2,0.24133946001529694,Hinglish,506
102::v1::99d08619,"Mera bahut dardh ho rehaa hy, Mujhe PREOPERATIVE DIAGNOSIS: , Left inguinal hernia. Main 60 saal ki hun.",xlm_roberta_large,RENAL_URO,GI,0.14937880635261536,S4,S2,0.24874579906463623,Hinglish,18
102::v2::6f9c825f,"Mujhe tabiyat ki shikayat hain, Mujhe PREOPERATIVE DIAGNOSIS: , Left inguinal hernia. Main 60 saal ki hun.",xlm_roberta_large,RENAL_URO,GI,0.14688903093338013,S4,S2,0.24513253569602966,Hinglish,17
102::v3::be0ba75e,"Yeh dardh bahut zyada hain kal subah se, Mujhe PREOPERATIVE DIAGNOSIS: , Left inguinal hernia. Main 60 saal ki hun.",xlm_roberta_large,RENAL_URO,GI,0.14737671613693237,S4,S2,0.24765369296073914,Hinglish,20
105::v0::24fbf429,"PREOPERATIVE DIAGNOSIS:,  Left inguinal hernia.,POSTOPERATIVE DIAGNOSIS:, Left direct and indirect inguinal hernia.,PROCEDURE PERFORMED:, Repair of left inguinal hernia with Prolene mesh.,ANESTHESIA: , IV sedation with local.,COMPLICATIONS:,  None.,DISPOSITION:  ,The patient tolerated the procedure well and was transferred to Recovery in stable condition.,SPECIMEN: , Hernia sac, as well as turbid fluid with gram stain, which came back with no organisms from the hernia sac.,BRIEF HISTORY:  ,This is a 53-year-old male who presented to Dr. Y's office with a bulge in the left groin and was found to have a left inguinal hernia increasing over the past several months.  The patient has a history of multiple abdominal surgeries and opted for an open left inguinal hernial repair with Prolene mesh.,INTRAOPERATIVE FINDINGS: , The patient was found to have a direct as well as an indirect component to the left inguinal hernia with a large sac.  The patient was also found to have some turbid fluid within the hernia sac, which was sent down for gram stain and turned out to be negative with no organisms.,PROCEDURE: , After informed consent, risks and benefits of the procedure were explained to the patient, the patient was brought to the operative suite, prepped and draped in the normal sterile fashion.  The left inguinal ligament was identified from the pubic tubercle to the ASIS.  Two fingerbreadths above the pubic tubercle, a transverse incision was made.  First, the skin was anesthetized with 1% lidocaine and then an incision was made with a #15 blade scalpel, approximately 6 cm in length.  Dissection was then carried down with electro Bovie cautery through Scarpa's fascia maintaining hemostasis.  Once the external oblique was identified, external oblique was incised in the length of its fibers with a #15 blade scalpel.  Metzenbaum scissors were then used to extend the incision in both directions opening up the external oblique down to the external ring.  Next, the external oblique was grasped with Ochsner on both sides.  The cord, cord structures as well as hernia sac were freed up circumferentially and a Penrose drain was placed around it.  Next, the hernia sac was identified and the anteromedial portion of the hernia sac was stripped down, grasped with two hemostats.  A Metzenbaum scissor was then used to open the hernia sac and the hernia sac was explored.  There was some turbid fluid within the hernia sac, which was sent down for cultures.  Gram stain was negative for organisms.  Next, the hernia sac was to be ligated at its base and transected.  A peon was used at the base.  Metzenbaum scissor was used to cut the hernia sac and sending it off as a specimen.  An #0 Vicryl stick suture was used with #0 Vicryl loop suture to suture ligate the hernia sac at its base.,Next, attention was made to placing a Prolene mesh to cover the floor.  The mesh was sutured to the pubic tubercle medially along the ilioinguinal ligament inferiorly and along the conjoint tendon superiorly making a slit for the cord and cord structures.  Attention was made to salvaging the ilioinguinal nerve, which was left above the repair of the mesh and below the external oblique once closed and appeared to be intact.  Attention was next made after suturing the mesh with the #2-0 Polydek suture.  The external oblique was then closed over the roof with a running #0 Vicryl suture, taking care not to strangulate the cord and to recreate the external ring.  After injecting the external oblique and cord structures with Marcaine for anesthetic, the Scarpa's fascia was approximated with interrupted #3-0 Vicryl sutures.  The skin was closed with a running subcuticular #4-0 undyed Vicryl suture.  Steri-Strip with sterile dressings were applied.,The patient tolerated the procedure well and was transferred to Recovery in stable condition.",xlm_roberta_large,RENAL_URO,GI,0.1466001570224762,S4,S2,0.24081268906593323,Hinglish,620
105::v1::29956a60,"Meraa bahut dard hoo rha hai, Mujhe PREOPERATIVE DIAGNOSIS:, Left inguinal hernia. Main 53 saal ka hun.",xlm_roberta_large,RENAL_URO,GI,0.14644242823123932,S4,S2,0.24592407047748566,Hinglish,17
